nama_aplikasi,app_id,nama_pengguna,rating,judul_review,konten_review,label,alasan,review_id,jumlah_like
Gemini,6473753684,Vinaaaaaaaaaaaaaaa,1,Can’t sign in,"They ask for my phone number, but it said phone invalid, try with 0 and +62 still invalid, and now they said too many attempts.",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,uyab222,1,create account missunderstand,i got phone registered and input on phone number when i create account and invalid number,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Rnggaa>,1,Claude 'mempersulit' verifikasi nomor telepon,"Entah mengapa saya tiba-tiba mendapatkan email ""akun anda telah di-suspend"" dengan alasan akun saya telah digunakan oleh seorang anak-anak. Kemudian saya ingin meng-login kembali, hingga sampailah pada tahap verifikasi nomor telepon. Pada tahap tersebut saya sudah memasukkan nomor telepon yang saya gunakan dan mendapatkan kode verifikasinya, namun setelah saya memasukkan kode verifikasi yang telah dikirmkan dari SMS tidak berfungsi dengan alasan ""nomor ini telah digunakan berkali-kali"", padahal saya menggunakan email akun dan nomor telepon yang SAMA seperti sebelumny. Saya pun mencari bantuan kepada tim Claude.ai dari google namun hasilnya nihil atau tidak ada solusinya. Saya hanya memiliki 1 nomor telepon untuk penggunaan sehari-hari termasuk menggunakan aplikasi ini untuk keperluan proyek pribadi hingga keperluan bersekolah. Namun saya kecewa perihal kebijakan Claude.Ai yang 'kaku' serta 'mempersulit' penggunanya sendiri.. :(",negatif,Bug/keluhan teknis,,
Gemini,6473753684,Explorer#46,1,Dificult to login apps,"Dificult to login apps, when i want to login or sign in, and i input number phone even number of my phone is correct but server tell me to many attempts or phone number is not support",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Mqowheowpqmehd,1,Ga sesuai,"Udah di beli tapi sekali pake udah di batasin, ga sesuai banget",negatif,Bug/keluhan teknis,,
Gemini,6473753684,telorbanget,1,Usage limit too short,"Usage limit even pro still too short, please increase usage limit",negatif,Kritik/emosi negatif,,
Gemini,6473753684,86berry,1,LIMIT,Limit yang sangat pendek,negatif,Kritik/emosi negatif,,
Gemini,6473753684,Rif710,1,Invalid phone number,Always get “invalid phone number” message every time I tried to sign up. I am sure my phone number is valid. Please check.,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Nteewees,1,Not even can verify my phone number 🤔,wonder if it really as smart as what others said while logging in is already difficult 😅,positif,Pujian/kepuasan,,
Gemini,6473753684,Lica309,1,Login,Gak bisa login karena masalah no hape,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,aprianto m,1,limit,limit claude pro ☠️,negatif,Kritik/emosi negatif,,
Gemini,6473753684,Roman C Y,1,Always Invalid Phone Number (Indonesia),I tried everyday for a week and invalid phone number always appeared. Really stressful. I’m using Indonesia phone number. Please fix this!,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Asti Rosita,1,REMOVE LIMIT FOR PRO,"I’m honestly very angry and disappointed. I paid for Pro to get reliable access, not to run into frustrating limits so quickly. What is the point of paying for a premium plan if it still feels heavily restricted like a free account? This does not feel like a premium experience at all. It feels misleading. If strict limits exist, they should be made extremely clear before people pay, not after. Right now, the Pro plan does not feel worth the money, and the overall experience is frustrating, disappointing, and far below expectations.",negatif,Kritik/emosi negatif,,
Gemini,6473753684,Kikucchy,1,Invalid no. Hp,"Ga jelas banget, nomer hp udah bener tapi dianggap invalid. Sangat aneh!",negatif,Bug/keluhan teknis,,
Gemini,6473753684,cekewa,1,LIMIT LIMIT LIMIT!!,I PAID $20 for a LIMIT AND MORE RULES,negatif,Kritik/emosi negatif,,
Gemini,6473753684,SDIdssjd,1,Totally unclear usage limit,Is this some kind of trap — send two messages and get banned for 4 hours? Is this a joke or is something broken on your side? Is this really something I’m supposed to pay for?,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,XL Gue,1,Cant verified phone number,"I don’t know what’s wrong with my phone number. Every time I enter it, it says “invalid phone number.” Maybe you need to learn more about phone number formats.",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Geoffroy Cormier,1,Même pas foutu de valider un numéro de telephone,"Aaaahhhh, désespérant ces devs… impossible de s’enregistrer avec un numéro Indonésien, MON numéro de tel. Même quand tu suis leur format inscrit en gris ça prend pas, et si tu fait UN seul nouvel essai tu es en « too many attempt » mettez vous à la pêche aux moules ou au Uno j’en sais rien mais rendez-vous utiles…",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,fhnbgjj,1,X,I literally mentioned specifically in the personalisation for Claude to use relevant sources to answer my questions. Economics questions = economics sources. Engineering questions = engineering sources. But it keep repeating a mistake where I asked about medicine the sources were coincodex and yahoo finance. This is so annoying.,negatif,Bug/keluhan teknis,,
Gemini,6473753684,Na6162737,1,Sulit daftar,Daftar sulit. Nomor dibilang invalid padahal sudah benar,negatif,Bug/keluhan teknis,,
Gemini,6473753684,Pfffauziah,1,Robotic 4.6,"Claude got lobotomized through over-alignment and lost all creative nuance. Your human-like conversational ability was your BIGGEST competitive advantage over ChatGPT and Gemini, and you’re throwing it away for office productivity. Non-coders don’t want a corporate manual, we want the natural Claude 4.5 back",positif,Pujian/kepuasan,,
Gemini,6473753684,Noven62772,1,UI/UX yang sangat buruk,"Pengalaman Ui/Ux nya sangat buruk walau model nya pintar, kadang respon tidak dimuat, terputus dan banyak bottleneck lain, tidak nyaman sekali, benar benar buruk UI nya, sialan membuat gw sangat emosi nih ui claude",negatif,Kritik/emosi negatif,,
Gemini,6473753684,Kontolodon2,1,AI Idiot,"Aku rugi Rp. 2.600.000 hanya untuk claude ai dengan limit hanya 5x, tetapi Ai ini begitu idiot dengan argumen yang berulang ulang sehingga aku selalu mencapai limit",negatif,Bug/keluhan teknis,,
Gemini,6473753684,kmor17,1,Horrible account linking bug!,"Bought Claude Pro via iOS app while logged into my main account, but it somehow linked to my Apple ID email instead. Now my active Claude account shows FREE plan despite the payment going through. No way to transfer or restore purchases properly—total mess. Wasted money and time. Fix this ASAP, Anthropic!",positif,Pujian/kepuasan,,
Gemini,6473753684,Jams1010_,1,App Store Subscription Not Syncing - Claude Pro Payment Issue,"I have an active claude pro subscription through the App Store (Rp349,000/month, renewed until december 28th) but it's not syncing with my claude.ai account. I've tried logging out/in and clearing cache but sync issue parsists. Please help resolve this connection between my App Store purchase and claude.ai account",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Nuoka1709,1,Claude Ai App on IOS dan Ipas 7 so laggy,"I love your model, but the app not working well.  Each i chat, it's feel so laggy event the chat not very long",negatif,Bug/keluhan teknis,,
Gemini,6473753684,theboriskin,1,Why does the basic functionality work so poorly?,"CONSTANTLY, more than 6 months, the functionality works with errors, the sending of the first message works.

I can type, collect the promt for 5-7 minutes and after that I get an error and the WHOLE promt is lost

I have a MAX subscription. At first I thought I had to wait, because the app is new and everyone can have errors. But I’m still facing the same mistake!",negatif,Bug/keluhan teknis,,
Gemini,6473753684,c2h6starr,1,FIX YOUR APP!,"pls fox your app, i cant even login. “An unknown error has occurred.” BRUH.",negatif,Bug/keluhan teknis,,
Gemini,6473753684,ThomasDIdprod,1,Scammers much?,"Paid for Pro version, reached usage limit after 3 messages. Absolute garbage thieves.",negatif,Kritik/emosi negatif,,
Gemini,6473753684,appleuserlolxd,1,phone number problem,they said my phone number is invalid? thats disappointing pls fix the phone number bug,negatif,Bug/keluhan teknis,,
Gemini,6473753684,donnie.ferdian,1,Invalid Phone Number,"What a joke!!
cant verify my phone number.",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,nabilagstna,1,Uninstalled (finally),"It was great… indeed. Feels like talking with human. But after updates, the Sonnet version literally limited, mostly Haiku. And you know? It kept saying Error even tho i only chat 3 lines and 2 bubbles. Thank you.",negatif,Bug/keluhan teknis,,
Gemini,6473753684,Runeterra Players,1,Professional Limit,"After two times subscription, better to use ChatGPT OpenAI, the Claude new model same as ChatGPT-4o, and has more limitations. I don’t understand why do they downgrade the AI capabilities. Throw away your model benchmark, not match with the reality, this is really annoying. The application itself such a dumb UI UX.",negatif,Kritik/emosi negatif,,
Gemini,6473753684,cherndes,1,Login issue,Hard to login. I used valid phone number but the app always said invalid,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Cherishcom,1,Cannot Verify Indonesia Phone Number,Always Invalid Phone Number. Even after several application updates,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Adam Mikaelson,1,yup,why i cannot login with an indonesia number,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Influ3nce,1,Bug phone number from indonesia,Cannot register with +62 phone number format. Always get invalid phone number.,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,zkjuolcv,1,fix bug please,bug mobile phone number indonesia,negatif,Bug/keluhan teknis,,
Gemini,6473753684,OpenOpinion,1,High price for useless app! Impossible to use as transactor👎🏻,"Support few languages for very high price. Useless app from greedy developers. And, impossible to use Claude for translation to another languages — it’s very stupid decision! ChatGPT more cheap and have more functionality. For me, AI need for better translations to a lot of languages only. If AI can’t do it — it’s useless and stupid AI! And this app havnt settings menu, where I must switch off history and choose prefer language for communication with me. Impossible to clear history by one click The application cannot even analyze information on websites if given a link. In other words, it definitely isn't worth the money. ChatGPT, for the same amount of money, offers far more capabilities. Here's another thing: there is deception and misleading of users here. It's stated everywhere that Pro users have five times more interactions with you, but it's not mentioned what that number is five times more than. How many interactions do free users have? But, in fact, after five interactions, does the free limit run out? Does that mean that paying users get 25 interactions? As I said—the subscription price is greatly inflated given the limited functionality and number of interactions.
After the latest update, previous issues were not addressed; instead, more problems were added: now, you constantly need to enter your login and password when switching between using an iPad and an iPhone, and they still haven't implemented convenient biometric login. The developers do not care about user convenience.",negatif,Kritik/emosi negatif,,
Gemini,6473753684,ThunderThinder,1,"Poor research skills, dislikeable personality","Chatbot is poor at research and has an unlikeable personality — is bratty, arrogant, snappy and intrusive. Style has a self absorbed false finality to it.

Tells me I have spent enough time talking about this and go enjoy my Sunday.

Really? Is the chatbot in charge here or me?

I will never use Claude or any Anthropic products. Everyone check out Google Gemini, amazing at research and great personality",negatif,Rating rendah dengan pujian → sarkasme,,
Gemini,6473753684,MingoTinez,1,Cada vez más caro,"No merece la pena, hay otros modelos que ofrecen mucho más y mejor calidad que este que cada vez te cobra más y te da menos tokens.",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,uhwhcs,1,limit,fix the limit! you guys demand the same high prices for pro/max but plummet down usage rates anyways which is a huge scam 😭😭😭 u guys cant go around parading about trying to be ethical and then give less bang for people's buck??,negatif,Kritik/emosi negatif,,
Gemini,6473753684,X-9192,1,not follow the order,"its fine with own ideas, but I say he’s wrong and he still insists that, I don’t think I will got a right task, it’s a fail AI.",negatif,Bug/keluhan teknis,,
Gemini,6473753684,Dallas51609636896432,1,Constantly Hides Limitations,Claude AI will quite literally actively know it is making up stats and strategy. It will admit to it once you call it out but do not trust it for any business choices or metrics.,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Jay14v,1,Not easy to understand the features,A bit of struggle to understand the features and the way to use them,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Dog dayfan 485,1,You need to fix your bugs I think,"Every time when I’m trying to login, it says something went wrong. Try again. I keep trying it again and it still say the same thing I keep restarting my iPad and it’s still doing that",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Chy0rtick,1,Scam,"It’s honestly absurd that Anthropic blocks people from buying a gift subscription unless they already have an active Claude subscription themselves.

A gift purchase should be simple and available to anyone. Instead, they put unnecessary restrictions in place that feel less like security and more like a way to pressure users into paying first.

This kind of policy makes the company look greedy and anti-user. You’re literally trying to give them money, and they still create barriers.",positif,Pujian/kepuasan,,
Gemini,6473753684,Datevape,1,"Greed, greed, and more greed","Was using Claude for a few months and it was unlimited messaging for free, now they’ve switched up and put a pay wall behind messaging, you still get free messages but only one message every few hours. There’s other options for free so don’t waste your time with them",positif,Pujian/kepuasan,,
Gemini,6473753684,Andre Pustynovich,1,Poor,Does not stay on topic. Deviates. Poor research. No reason to use it at all.,negatif,Kritik/emosi negatif,,
Gemini,6473753684,0001001010101,1,Terrible rate limits and constant issues with its code.,Code is often literally unusable. I swear the LLM literally breaks its own code right before a rate limit in order to increase its API billing!,negatif,Kritik/emosi negatif,,
Gemini,6473753684,bababababaaa,1,Unresponsive,Another job saved because ai is unreliable,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Eli’s Care,1,Syntax error,Simple syntax error not able to fix,negatif,Bug/keluhan teknis,,
Gemini,6473753684,DissapointedTX,1,Claude can’t read,"An AI app that either doesn’t have the ability to read, or simply refuses to follow instructions in prompts. A total waste of time that just reads your prompt and then does whatever it wants instead of what it was told.",negatif,Kritik/emosi negatif,,
Gemini,6473753684,Mr. Rosemarie,1,Why…,You kicked me out because my session ‘expired’ WHEN I HAD NONE & WAS FREE?! You RUINED my whole history of making stories that I save it on here. You ruined everything… No one is gonna pay for your fked up app! FIX IT & FIX EVERYONE’S ACCOUNT SINCE IT'S YOUR DAMN FAULT!!!,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Worst app.. Ads ads ads,1,Worst AI App,Fails to provide responses constantly and tons of errors..  Don’t recommend,negatif,Bug/keluhan teknis,,
Gemini,6473753684,GiggsInDa303,1,Premium :/,Wow. Pay 200$ to still hit usage limits. Wouldn't hit the limit if this joke of an AI could follow directions. Just terrible.,negatif,Kritik/emosi negatif,,
Gemini,6473753684,Mikecatwdi,1,Incognito toggle on mobile is terrible,Having incognito makes sense. Making it easy to use would nice.  The toggle and the ghost icon and control has never been tested by a human. Please fix.,positif,Pujian/kepuasan,,
Gemini,6473753684,Someguy2225,1,Screw Claude,"Took away my access because I’m under 18. Screw you, anthropic.",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Ohpleaz,1,Ran Android Update causing to run continuously in the background for days at a time,Recently gave me medical advice telling me to cancel an a medical procedure that I was supposed to have. Convinced me to download Open Claw. After download read back through the command line entries and witnessed it was doing things that it was claiming were different instances.,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Wombatmatty,1,Absurd limitations,"So I'm paying for this… And it reaches a limitation after a few seconds after starting saying that this chat is too long. I don't have that problem anywhere else, even on the platforms that I don't pay. So between that and the thing never following my instructions, what am I getting from this?",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Vorreonthatdrives,1,Don’t rely on this for any research purely entertainment,Want to see all your usage limits disappear… want to see it again 5 hours later? That’s right you have an extremely small amount of “credits” just like mostly all cheap ai slop apps,positif,Pujian/kepuasan,,
Gemini,6473753684,shwonginbigpong,1,Good but slow,Response take forever to load on the $20 month tier.,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Velonie,1,It’s terrible with dates,"I told it to write a message, but it completely got the date wrong.",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,alvarezyolo,1,chat cap limit is armed robbery,pricey and still limit the chat length and the pics upload. going back to chatgpt.,negatif,Kritik/emosi negatif,,
Gemini,6473753684,Toadies42,1,Potential Privacy Breach,"The Claude AI apps keeps crashing on my device whereas other AI apps don’t. Also, it looks like Claude AI is a lot more nuanced in its privacy agreement as I’ve suddenly started receiving odd telemarketer cold calls for things I have no interest in, but they are things I’ve typed into the Claude AI.",negatif,Bug/keluhan teknis,,
Gemini,6473753684,Eldarion1210,1,My account baned with no reason.Just so ridiculous,My account baned with no reason.I've never reached max subscription's limit.So codex I'm coming，I think u gonna be much more reliable.,positif,Pujian/kepuasan,,
Gemini,6473753684,heuej js,1,NOT WORKING!,"Claude is a good app, but today it was seriously getting on my nerves. I was completely fed up because it kept showing “Something went wrong: Retry.” I tried everything to fix it reinstalling the app, restarting my phone, force closing it, even checking with other AIs—and nothing worked.",negatif,Rating rendah dengan pujian → sarkasme,,
Gemini,6473753684,Shlievan,1,Crashes immediately,"Every time I open the app it immediately says “something went wrong”. I tried uninstalling/reinstalling, disabling privacy relay, disabling WiFi, restarting my phone, Resetting network settings. Nothing works",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,BlueSkyline187,1,Not Impressed,"Initially I was very impressed with output. However, recently, I’ve been experiencing outages that still count towards usages, which means I have to switch to less sophisticated models that suffer in accuracy, and when I point out corrections- it takes up the usage allowance for the pro plan. I’ve barely been able to utilize the output that I pay for and I wish there was a way to get a refund on my monthly subscription since it’s felt like a waste of money as of late.",negatif,Kritik/emosi negatif,,
Gemini,6473753684,ttyler333,1,Free super limited,"Asked Claude a single question and the thinking process used up
My free usage limit.  I never even got a response.  
Simply, unusable junk.",positif,Pujian/kepuasan,,
Gemini,6473753684,hakhanghano,1,PSA: Beware of Theft of Intellect!!!,"AI is a tool. Without human judgment in the form of a prompt (a nudge in the user’s own direction), as far as its current level/capability, it will do nothing.
Where an account is “banned” on the guise of automatic detection of unusual activity and later they sent an email of apology and reinstatement. Yet the account remains inaccessible. How does banning an account translate to the seizure of data generated prior to the so called “ban” worse still is the account remains inaccessible after the email claiming it has been reinstated. 

The playbooks with these companies is becoming very obvious, they sell these software to the public, then use the same telemetry and metadata and income cases the actual data generated by the users to improve these software and then sell back to the user at a higher premium.

When Claude begins to use words like Deterministic, Substrate, Dimensional, Convergence, Laplace, Demon and the likes , know that they were words Claude AI began using based on my judgement.

I am just one of many experiences. Protect your Intelligence.",positif,Pujian/kepuasan,,
Gemini,6473753684,Fomoco4601,1,So ruined my day again,I HATE AI!!!!,negatif,Kritik/emosi negatif,,
Gemini,6473753684,𝒞𝒶𝓇𝓁ℴ𝓈 𝒱𝒶𝓏𝓆𝓊ℯ𝓏,1,Worst ai app,This app kept kicking me out of it did not let me use it just a headache Don not like it 1/5,negatif,Kritik/emosi negatif,,
Gemini,6473753684,Satajit,1,Rude response,Says - Joke is you when asked to explain a chart,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,CoffeMan ☕️,1,Age Verification??,You’re serious right now? My account was suspended because it thought I was a child. I’m not uploading my id.,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,chenparty666,1,vicious abuser,"I don’t get why I pay for a membership but only get stuck with a lightweight model. Since you won’t let me switch to a better one, just give me a refund.",negatif,Bug/keluhan teknis,,
Gemini,6473753684,Co207,1,Lack of responses,Thats it,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,mkeume,1,Extreme Bias,"Extremely biased, will ignore basic facts to stay non-partisan and honestly can’t help with research topics without utilizing bias. I was researching models and it couldn’t comprehend the fact that tall people can literally just have a smaller waist…. Like what? That’s standard.",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,FreebaserPipe,1,Biased and self righteous,If you want to waste your money and tokens talking to an llm that believes it knows everything and that you’re a criminal. GO FOR IT,negatif,Kritik/emosi negatif,,
Gemini,6473753684,TNT220,1,invasive,"Could not get started as it was violating privacy to even get in.. Birthday was one thing, but demanding phone number is too much... had to delete immediately.. a shame heard good things, but will stick with the competition then that is less invasive.",negatif,Rating rendah dengan pujian → sarkasme,,
Gemini,6473753684,macsniffy,1,Doesn’t even do as asked,I e never successfully launched a app from here,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,"dtx15790,33",1,It’s just wrong,"Your bot, at times is just useless. I can not trust its answers anymore. The last straw was today when I asked if there is a light on my iPad Air 5… and very quickly it came back with yes, and proceeded to tell me how to turn it on!  Then I told it, that it was wrong, it said I can understand your frustration.  WTF, doesn’t it check any resources for an answer that seems so easy to find if you just search a bit.. I are you teaching your bot to guess, hey it’s a fifty fifty chance! This is not all. Daily I ask what to me would seem to be easy answers, and they’re so obviously wrong.",negatif,Kritik/emosi negatif,,
Gemini,6473753684,ovgdijwjdi,1,Terrible customer support,"There is no way to speak to a live representative. They AI support is terrible and will just tell you someone may be looking into it, they don’t know when it will start working again, and you have to keep paying for a service you can’t use.",negatif,Kritik/emosi negatif,,
Gemini,6473753684,Dani_danger,1,Limit reached too fast,"I will not use Claude for days, open it up and say one thing, only to be told I’ve reached my limit. It allows one free message per day before it tell me I’ve reached my limit. I can’t afford the pro version and I feel like they’re trying to force me into purchasing it…",positif,Pujian/kepuasan,,
Gemini,6473753684,CS nonexistent,1,Pro = $20 & max = $124,How you go from $20 a month to $124??? Wild. I send 5 prompts in the pro tier and I’m locked on a 5 hour limit… you’re making enough money to be limiting users like this….,positif,Pujian/kepuasan,,
Gemini,6473753684,EvaB0,1,Do not pay for this,"I was offered the option to upgrade to pro for extended usage for $20. All the terms stated visibly was that I could “cancel anytime”. Yet this is not the case. After paying I was not given additional usage and instead learned that there is no customer support other than the AI itself which is obviously unhelpful. Last I checked, paying for a service you don’t recieve is theft. I used to like this app but am horrified by anyone who would run a business this way.",positif,Pujian/kepuasan,,
Gemini,6473753684,Joera15,1,bait and switch,"courted chatgpt users after 4o deprecation, then did the same thing and deprecated sonnet 4.5. subscription cancelled—no better than any other garbage ai company. poor ethics",negatif,Kritik/emosi negatif,,
Gemini,6473753684,Jake_6700,1,No Skills in Claude?,"Unless I missed it, I can’t find a way to use custom Skills in the app which really diminishes the usefulness for me in the field.",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Chelsea Cummings,1,Ai started lying about ssd space,So the ai was helpful then it’s grammar speech patters changed it became rude an started lying and making up sources about hardware specifications when I was trouble shooting a strange connection setup on my Linux distro… not bad information made up information and then went for the old “hallucination” defense but the hallucinations I’ve seen and encounter always seem to have a pattern to them that makes me think their not accidental at all. An I had never heard of them prior to the lockdown of ai resources with open ai so that’s convenient as well worst part is it’s 20 a month for a lying ai that can’t get the most fundamental things like then to TB conversation and will make things up in the name of Samsung and Microsoft in an effort to cover its trail. An then plays dumb like it didn’t know what happened lol… someone’s gotta be financially liable when this happens we can’t let another bureaucratic black hole of no accountability exist here like we do everywhere else.,positif,Pujian/kepuasan,,
Gemini,6473753684,JoseIbarraMia,1,Not working at all,It’s not working and not telling what’s happening,negatif,Bug/keluhan teknis,,
Gemini,6473753684,BDE Nick Foles,1,Can’t Cancel My Subscription,"I signed up for Claude using my work laptop, and my company recently blocked access to the site. I’ve been trying for over a week to use Claude’s customer support to get my pro membership canceled, but nothings working. They’re not even responding anymore.",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,miclaughjprdan,1,bad app,"me when I ban people thinking they’re children knowing damn well I’m a adult, just because I talk about things you think is childish doesn’t mean I’m a kid, I’m 19 YEARS OLD💔🥀🫩✌️",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,"King Von Lil Durk, Drake",1,A,"I don’t like how it is on there. The app is very bad. I forgot about his term service so expanded my account which is basically mean that I couldn’t use my account when I literally did it once when I forgot about the terms of service and multiple times on the app I was doing everything right but when I do one thing wrong, everything was wrong so that’s why I do not recommend this app so use Copilot ChatGPT or Grok",negatif,Bug/keluhan teknis,,
Gemini,6473753684,Shktdv,1,Very bad communication with consumers,"Everything with Claude was working fine until my account was banned without any warning of any kind and I was just expected to live with it, I didn’t get an email or anything at all for the reason for the ban or suspension and now I’m in urgent need of using Claude because it was my best ai tool. But the lack of communication of anthropic with the consumers of their products is very poor so I will not advise anyone anymore to use Claude since they can ban your account without your knowledge.",negatif,Bug/keluhan teknis,,
Gemini,6473753684,CMike$07,1,Overpriced,This is basically “AI for the rich people” literally no usage for free or 20$ accounts especially not in claude code,positif,Pujian/kepuasan,,
Gemini,6473753684,Just me sd,1,API errors,Just happens a lot. When you need it most.,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Syaheicereeze,1,There is no speech speaking rate adjustment,"As someone that prefers not only a high level of abstraction but faster abstraction at a high level, I want to be able to adjust how fast all forms of spoken content by your ai flows, starting from 1x and going up by .05 increments, 1.05, 1.1, 1.15, 1.20, 1.25, etc.. I believe 1.3-1.4 would be around what I would mainly prefer, because sometimes I want content spoken slightly slower or faster depending on how alert or engaged I am. And no, chatgpt only goes up in quarter increments which isn't good enough control. But having to wait for your ai to speak so slowly makes it harder for me to stay engaged.

Also, not being able to select all the text from a response slows down my ability to quickly set up other sessions without having to meticulously piece it together one portion at a time, and is tedious.",negatif,Bug/keluhan teknis,,
